gender.female,gender.male,age,class.1st,class.2nd,class.3rd,class.deck.crew,class.engineering.crew,class.restaurant.staff,class.victualling.crew,embarked.Belfast,embarked.Cherbourg,embarked.Queenstown,embarked.Southampton,fare,sibsp,parch,survived
0,1,55,1,0,0,0,0,0,0,0,0,0,1,93.1,1,1,0
1,0,52,1,0,0,0,0,0,0,0,0,0,1,93.1,1,1,1
0,1,42,1,0,0,0,0,0,0,0,0,0,1,42.1,0,0,0
1,0,33,0,0,1,0,0,0,0,0,0,1,0,7.15,0,0,1
0,1,27,0,0,1,0,0,0,0,0,0,0,1,6.1906,0,0,1
1,0,20,0,0,1,0,0,0,0,0,0,1,0,6.15,0,0,0
1,0,16,0,0,1,0,0,0,0,0,0,0,1,7.1806,0,0,1
1,0,23,0,0,1,0,0,0,0,0,0,0,1,7.1806,0,0,0
1,0,22,0,0,1,0,0,0,0,0,0,0,1,8.1903,0,0,1
0,1,30,0,0,1,0,0,0,0,0,0,0,1,7.1711,0,0,0
1,0,28,0,0,1,0,0,0,0,0,0,0,1,7.1506,0,0,0
1,0,21,0,0,1,0,0,0,0,0,0,1,0,7.15,0,0,0
1,0,24,0,1,0,0,0,0,0,0,0,0,1,65,1,2,1
1,0,24,0,1,0,0,0,0,0,0,0,0,1,65,1,2,1
0,1,50,0,1,0,0,0,0,0,0,0,0,1,65,1,2,0
1,0,50,0,1,0,0,0,0,0,0,0,0,1,65,1,2,1
0,1,24,0,1,0,0,0,0,0,0,0,0,1,73.1,2,0,0
0,1,30,0,1,0,0,0,0,0,0,0,0,1,73.1,2,0,0
0,1,21,0,1,0,0,0,0,0,0,0,0,1,73.1,2,0,0
0,1,44,1,0,0,0,0,0,0,0,0,0,1,51.1703,0,0,0
1,0,18,0,1,0,0,0,0,0,0,0,0,1,13,1,1,0
0,1,55,1,0,0,0,0,0,0,0,0,0,1,50,0,0,0
1,0,2,0,0,1,0,0,0,0,0,0,0,1,12.0509,0,1,1
1,0,22,0,0,1,0,0,0,0,0,0,0,1,12.0509,1,1,1
1,0,20,0,1,0,0,0,0,0,0,0,0,1,23,2,1,1
0,1,24,0,1,0,0,0,0,0,0,0,0,1,11.1,2,1,0
0,1,36,0,1,0,0,0,0,0,0,0,0,1,13,0,0,0
1,0,54,0,1,0,0,0,0,0,0,0,0,1,23,1,3,1
1,0,51,1,0,0,0,0,0,0,0,1,0,0,77.1902,1,0,1
1,0,29,0,1,0,0,0,0,0,0,0,0,1,26,1,0,1
0,1,44,0,1,0,0,0,0,0,0,0,0,1,26,1,0,0
0,1,43,0,0,1,0,0,0,0,0,0,0,1,6.09,0,0,0
0,1,18,0,0,1,0,0,0,0,0,0,0,1,22.1006,0,0,0
1,0,35,1,0,0,0,0,0,0,0,0,0,1,52,1,0,1
1,0,27,0,0,1,0,0,0,0,0,0,0,1,7.1806,0,0,1
0,1,21,0,1,0,0,0,0,0,0,0,0,1,73.1,0,0,0
0,1,41,0,1,0,0,0,0,0,0,0,0,1,13,0,0,1
0,1,63,0,1,0,0,0,0,0,0,0,0,1,26,1,0,0
1,0,61,0,1,0,0,0,0,0,0,0,0,1,26,1,0,0
0,1,38,1,0,0,0,0,0,0,0,0,0,1,100,1,0,1
1,0,31,1,0,0,0,0,0,0,0,0,0,1,100,1,0,1
0,1,43,1,0,0,0,0,0,0,0,1,0,0,30.1311,0,0,0
0,1,42,0,0,1,0,0,0,0,0,0,0,1,7.13,0,0,0
0,1,34,0,1,0,0,0,0,0,0,0,0,1,12.0506,0,0,0
0,1,34,0,0,1,0,0,0,0,0,0,0,1,7.1709,0,0,1
1,0,18,0,0,1,0,0,0,0,0,1,0,0,7.0407,0,0,1
0,1,33,0,0,1,0,0,0,0,0,1,0,0,14.0902,0,0,0
1,0,17,0,1,0,0,0,0,0,0,0,0,1,10.1,0,0,1
1,0,17,0,0,1,0,0,0,0,0,0,0,1,7.1806,1,0,0
1,0,25,0,0,1,0,0,0,0,0,0,0,1,7.1806,1,0,0
1,0,50,1,0,0,0,0,0,0,0,1,0,0,28.1403,0,0,0
1,0,24,0,1,0,0,0,0,0,0,0,0,1,27,2,1,1
0,1,42,0,1,0,0,0,0,0,0,0,0,1,27,1,0,0
0,1,30,0,0,1,0,0,0,0,0,1,0,0,7.1711,0,0,1
0,1,21,0,0,1,0,0,0,0,0,0,0,1,7.1511,0,0,1
0,1,46,0,1,0,0,0,0,0,0,0,0,1,15,0,0,0
0,1,24,0,1,0,0,0,0,0,0,0,0,1,31.1,2,0,0
0,1,21,0,1,0,0,0,0,0,0,0,0,1,31.1,2,0,0
0,1,48,0,0,1,0,0,0,0,0,0,0,1,7.0101,0,0,0
0,1,17,0,0,1,0,0,0,0,0,0,0,1,7.1701,1,0,0
0,1,29,0,0,1,0,0,0,0,0,0,0,1,8.0203,0,0,1
0,1,34,0,0,1,0,0,0,0,0,0,0,1,6.0911,0,0,0
0,1,22,0,0,1,0,0,0,0,0,0,0,1,7.1511,0,0,0
0,1,33,0,0,1,0,0,0,0,0,0,0,1,8.1301,0,0,0
0,1,31,0,0,1,0,0,0,0,0,0,0,1,7.1506,0,0,0
0,1,29,0,0,1,0,0,0,0,0,0,0,1,7.1701,0,0,0
0,1,26,0,0,1,0,0,0,0,0,0,0,1,7.1506,0,0,1
0,1,8,0,0,1,0,0,0,0,0,0,0,1,23.09,1,2,0
1,0,7,0,0,1,0,0,0,0,0,0,0,1,23.09,1,2,0
1,0,36,0,0,1,0,0,0,0,0,0,0,1,23.09,1,2,0
0,1,46,1,0,0,0,0,0,0,0,0,0,1,26,0,0,0
0,1,25,0,0,1,0,0,0,0,0,0,0,1,7.1701,0,0,1
0,1,27,0,0,1,0,0,0,0,0,0,0,1,7.1701,0,0,0
0,1,39,0,0,1,0,0,0,0,0,1,0,0,7.0407,0,2,0
0,1,50,1,0,0,0,0,0,0,0,0,0,1,26,0,0,0
1,0,20,0,0,1,0,0,0,0,0,0,0,1,9.161,1,0,0
0,1,17,0,0,1,0,0,0,0,0,0,0,1,7.0206,0,0,0
0,1,21,0,0,1,0,0,0,0,0,0,0,1,8.0808,0,0,0
0,1,34,0,1,0,0,0,0,0,0,0,0,1,26,1,0,0
1,0,24,0,1,0,0,0,0,0,0,0,0,1,26,1,0,1
0,1,30,0,0,1,0,0,0,0,0,0,0,1,7.1711,0,0,0
0,1,21,0,0,1,0,0,0,0,0,0,0,1,7.1511,0,0,1
0,1,33,0,0,1,0,0,0,0,0,0,0,1,7.1701,0,0,0
0,1,22,0,0,1,0,0,0,0,0,0,0,1,7.1005,0,0,0
1,0,5,0,0,1,0,0,0,0,0,1,0,0,13.0804,0,1,1
0,1,39,0,0,1,0,0,0,0,0,1,0,0,13.0804,0,1,1
1,0,46,0,1,0,0,0,0,0,0,0,1,0,12.07,0,0,1
0,1,23,0,0,1,0,0,0,0,0,0,1,0,7.15,0,0,0
0,1,35,0,1,0,0,0,0,0,0,0,1,0,12.07,0,0,0
1,0,20,0,0,1,0,0,0,0,0,0,1,0,7.15,0,0,1
1,0,22,0,0,1,0,0,0,0,0,0,1,0,7.15,0,0,1
0,1,19,0,0,1,0,0,0,0,0,0,0,1,8.01,0,0,0
0,1,44,0,0,1,0,0,0,0,0,0,1,0,7.1607,0,0,0
0,1,44,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,0,49,0,1,0,0,0,0,0,0,0,0,1,13.1,0,0,1
0,1,41,1,0,0,0,0,0,0,0,0,0,1,51.1703,1,0,0
1,0,40,1,0,0,0,0,0,0,0,0,0,1,51.1703,1,0,1
1,0,20,0,0,1,0,0,0,0,0,1,0,0,14.0901,1,0,0
0,1,25,0,0,1,0,0,0,0,0,0,1,0,7.15,1,0,0
0,1,22,0,0,1,0,0,0,0,0,0,1,0,7.15,1,0,0
0,1,22,0,0,1,0,0,0,0,0,0,1,0,7.1409,0,0,0
0,1,42,1,0,0,0,0,0,0,0,0,0,1,52.1101,1,0,1
1,0,45,1,0,0,0,0,0,0,0,0,0,1,52.1101,1,0,1
1,0,4,0,0,1,0,0,0,0,0,0,0,1,22,0,2,1
1,0,26,0,0,1,0,0,0,0,0,0,0,1,22,1,1,1
0,1,29,0,0,1,0,0,0,0,0,0,0,1,22,3,1,1
0,1,26,0,0,1,0,0,0,0,0,0,0,1,8.1303,2,0,0
0,1,41,1,0,0,0,0,0,0,0,0,0,1,26.11,0,0,0
1,0,1,0,0,1,0,0,0,0,0,0,0,1,12.0308,1,1,0
0,1,18,0,0,1,0,0,0,0,0,0,0,1,7.1701,1,1,0
0,1,31,0,1,0,0,0,0,0,0,0,0,1,10.1,0,0,0
0,1,35,0,0,1,0,0,0,0,0,1,0,0,7.0406,0,0,0
0,1,35,0,1,0,0,0,0,0,0,0,0,1,26,1,1,0
1,0,34,0,1,0,0,0,0,0,0,0,0,1,26,1,1,0
1,0,37,0,0,1,0,0,0,0,0,0,0,1,9.1109,0,0,0
0,1,31,0,1,0,0,0,0,0,0,0,1,0,10.1402,0,0,0
1,0,22,0,0,1,0,0,0,0,0,0,0,1,7.05,0,0,1
1,0,1,0,1,0,0,0,0,0,0,1,0,0,41.1107,1,2,1
1,0,3,0,1,0,0,0,0,0,0,1,0,0,41.1107,1,2,1
0,1,25,0,1,0,0,0,0,0,0,1,0,0,41.1107,1,2,0
1,0,22,0,1,0,0,0,0,0,0,1,0,0,41.1107,1,2,1
0,1,29,0,0,1,0,0,0,0,0,0,0,1,9.0908,0,0,0
0,1,29,0,0,1,0,0,0,0,0,0,0,1,7.1506,0,0,0
0,1,22,0,0,1,0,0,0,0,0,0,0,1,7.1506,0,0,0
1,0,49,1,0,0,0,0,0,0,0,0,0,1,25.1807,0,0,1
1,0,17,0,1,0,0,0,0,0,0,1,0,0,12,0,0,1
0,1,32,0,0,1,0,0,0,0,0,0,0,1,7.1806,0,0,0
1,0,39,0,1,0,0,0,0,0,0,0,0,1,10.1,0,0,1
1,0,18,0,0,1,0,0,0,0,0,0,1,0,15.1,1,0,0
0,1,20,0,0,1,0,0,0,0,0,0,1,0,15.1,1,0,0
1,0,27,1,0,0,0,0,0,0,0,1,0,0,106.0806,0,0,1
0,1,41,0,0,1,0,0,0,0,0,0,0,1,24.03,0,0,0
0,1,37,0,1,0,0,0,0,0,0,0,0,1,12.1706,0,0,0
0,1,30,1,0,0,0,0,0,0,0,1,0,0,27.1405,0,0,0
0,1,25,0,1,0,0,0,0,0,0,0,0,1,10.1,0,0,0
0,1,24,0,0,1,0,0,0,0,0,0,0,1,9.1,0,0,0
1,0,25,0,0,1,0,0,0,0,0,0,0,1,7.1506,0,0,0
1,0,45,0,0,1,0,0,0,0,0,0,0,1,7.15,0,0,0
0,1,42,1,0,0,0,0,0,0,0,0,0,1,26.11,0,0,0
0,1,36,0,0,1,0,0,0,0,0,0,0,1,15.11,1,0,0
1,0,30,0,0,1,0,0,0,0,0,0,0,1,15.11,1,0,0
0,1,20,0,0,1,0,0,0,0,0,0,0,1,7.1806,1,0,1
1,0,55,1,0,0,0,0,0,0,0,1,0,0,27.1405,0,0,1
0,1,21,0,0,1,0,0,0,0,0,0,1,0,7.1707,0,0,0
1,0,16,1,0,0,0,0,0,0,0,1,0,0,39.08,0,1,1
1,0,50,1,0,0,0,0,0,0,0,1,0,0,39.08,0,1,1
0,1,61,0,1,0,0,0,0,0,0,0,1,0,12.07,0,0,0
0,1,27,0,0,1,0,0,0,0,0,0,0,1,9.1,0,0,0
1,0,34,0,0,1,0,0,0,0,0,0,0,1,16.02,1,0,0
0,1,31,0,0,1,0,0,0,0,0,0,0,1,16.02,1,0,0
0,1,19,0,0,1,0,0,0,0,0,0,0,1,7.1707,0,0,0
1,0,21,1,0,0,0,0,0,0,0,1,0,0,77.1902,0,0,1
0,1,30,1,0,0,0,0,0,0,0,0,0,1,45.1,0,0,0
0,1,50,0,1,0,0,0,0,0,0,0,0,1,26,1,0,0
1,0,43,0,1,0,0,0,0,0,0,0,0,1,26,1,0,1
0,1,50,0,0,1,0,0,0,0,0,0,0,1,7.0101,0,0,0
1,0,23,0,0,1,0,0,0,0,0,0,0,1,7.1701,0,0,1
1,0,59,1,0,0,0,0,0,0,0,1,0,0,146.1005,0,0,1
0,1,30,0,0,1,0,0,0,0,0,1,0,0,6.0809,0,0,0
0,1,20,0,0,1,0,0,0,0,0,0,0,1,7.11,0,0,0
1,0,57,0,1,0,0,0,0,0,0,0,0,1,10.1,0,0,0
0,1,24,0,0,1,0,0,0,0,0,0,0,1,7.021,0,0,1
0,1,22,0,0,1,0,0,0,0,0,0,0,1,7.0206,0,0,0
0,1,30,1,0,0,0,0,0,0,0,0,0,1,26,0,0,0
1,0,20,0,0,1,0,0,0,0,0,0,1,0,7.1707,0,0,0
1,0,20,1,0,0,0,0,0,0,0,0,0,1,86.1,0,0,1
0,1,34,0,0,1,0,0,0,0,0,0,0,1,8.01,0,0,0
0,1,29,0,0,1,0,0,0,0,0,0,0,1,7.1806,0,0,0
0,1,1,0,1,0,0,0,0,0,0,1,0,0,37,0,2,1
0,1,45,0,1,0,0,0,0,0,0,1,0,0,37,1,1,0
1,0,24,0,1,0,0,0,0,0,0,1,0,0,37,1,1,1
0,1,18,0,0,1,0,0,0,0,0,1,0,0,7.0407,0,0,1
0,1,30,0,1,0,0,0,0,0,0,1,0,0,15.1107,0,0,0
0,1,29,1,0,0,0,0,0,0,0,1,0,0,29.14,0,0,1
0,1,23,0,0,1,0,0,0,0,0,0,0,1,7.1711,0,0,0
0,1,35,0,0,1,0,0,0,0,0,0,0,1,7.1711,0,0,0
0,1,33,0,0,1,0,0,0,0,0,1,0,0,7.1711,0,0,0
0,1,18,1,0,0,0,0,0,0,0,0,0,1,53.02,1,0,0
1,0,18,1,0,0,0,0,0,0,0,0,0,1,53.02,1,0,1
0,1,30,0,0,1,0,0,0,0,0,1,0,0,7.1711,0,0,0
0,1,36,0,1,0,0,0,0,0,0,0,0,1,16,0,0,0
1,0,24,1,0,0,0,0,0,0,0,1,0,0,49.1001,0,0,1
0,1,46,1,0,0,0,0,0,0,0,0,0,1,75.041,0,0,0
1,0,25,0,0,1,0,0,0,0,0,0,1,0,7.15,0,0,1
0,1,55,1,0,0,0,0,0,0,0,0,0,1,51.1703,0,0,0
0,1,19,0,0,1,0,0,0,0,0,0,1,0,7.15,0,0,1
1,0,29,0,0,1,0,0,0,0,0,0,1,0,23.05,2,0,1
1,0,26,0,0,1,0,0,0,0,0,0,1,0,23.05,2,0,1
0,1,24,0,0,1,0,0,0,0,0,0,1,0,23.05,2,0,1
0,1,32,0,1,0,0,0,0,0,0,0,0,1,13.1,0,0,0
0,1,32,0,1,0,0,0,0,0,0,0,0,1,13,0,0,0
1,0,31,0,0,1,0,0,0,0,0,0,1,0,7.1508,0,0,1
0,1,20,0,0,1,0,0,0,0,0,0,1,0,15.1,0,0,0
1,0,22,0,0,1,0,0,0,0,0,0,1,0,7.1707,0,0,1
0,1,46,0,1,0,0,0,0,0,0,0,0,1,26,0,0,0
0,1,19,0,0,1,0,0,0,0,0,0,1,0,7.15,0,0,0
0,1,27,0,0,1,0,0,0,0,0,0,0,1,16.02,1,0,0
1,0,19,0,0,1,0,0,0,0,0,0,0,1,16.02,1,0,0
1,0,32,0,0,1,0,0,0,0,0,0,1,0,7.15,0,0,0
1,0,62,0,0,1,0,0,0,0,0,0,0,1,8.01,0,0,0
0,1,22,0,0,1,0,0,0,0,0,0,1,0,7.15,0,0,0
1,0,32,0,0,1,0,0,0,0,0,0,0,1,8.01,0,0,0
0,1,19,0,1,0,0,0,0,0,0,0,0,1,10.1,0,0,1
0,1,48,0,0,1,0,0,0,0,0,0,0,1,8.01,0,0,0
0,1,28,0,0,1,0,0,0,0,0,0,1,0,7.15,0,0,0
0,1,31,0,1,0,0,0,0,0,0,0,0,1,13,0,0,0
0,1,28,1,0,0,0,0,0,0,0,1,0,0,82.0305,1,0,0
0,1,21,0,0,1,0,0,0,0,0,0,0,1,7.1506,0,0,1
0,1,28,0,0,1,0,0,0,0,0,0,0,1,7.1711,0,0,0
0,1,23,0,0,1,0,0,0,0,0,0,0,1,8.01,0,0,0
0,1,65,1,0,0,0,0,0,0,0,1,0,0,26.11,0,0,0
0,1,44,1,0,0,0,0,0,0,0,0,1,0,90,2,0,0
1,0,33,1,0,0,0,0,0,0,0,0,1,0,90,1,0,1
1,0,37,1,0,0,0,0,0,0,0,0,1,0,90,1,0,1
0,1,21,0,0,1,0,0,0,0,0,0,0,1,7.1711,0,0,0
0,1,72,0,1,0,0,0,0,0,0,0,0,1,10.1,0,0,0
0,1,30,1,0,0,0,0,0,0,0,1,0,0,57.15,1,0,1
0,1,27,0,0,1,0,0,0,0,0,0,0,1,7.13,0,0,0
0,1,55,1,0,0,0,0,0,0,0,0,0,1,30.1,0,0,0
0,1,27,0,1,0,0,0,0,0,0,0,0,1,13,0,0,0
0,1,47,1,0,0,0,0,0,0,0,0,0,1,42.08,0,0,0
0,1,19,0,0,1,0,0,0,0,0,0,0,1,8.01,0,0,0
1,0,28,0,0,1,0,0,0,0,0,0,1,0,24.03,1,0,1
0,1,38,0,1,0,0,0,0,0,0,0,0,1,26,0,0,0
0,1,34,0,0,1,0,0,0,0,0,0,0,1,8.01,0,0,0
0,1,30,0,0,1,0,0,0,0,0,0,1,0,7.15,0,0,0
0,1,29,0,0,1,0,0,0,0,0,0,0,1,7.1506,0,0,1
1,0,35,0,0,1,0,0,0,0,0,1,0,0,7.0407,0,0,1
0,1,28,0,0,1,0,0,0,0,0,0,0,1,8.01,0,0,0
0,1,7,0,0,1,0,0,0,0,0,1,0,0,15.0411,1,1,1
1,0,25,0,0,1,0,0,0,0,0,1,0,0,15.0411,0,2,1
1,0,21,0,0,1,0,0,0,0,0,0,1,0,7.1408,0,0,1
0,1,22,0,0,1,0,0,0,0,0,0,0,1,8.01,0,0,0
1,0,18,0,0,1,0,0,0,0,0,0,1,0,15.1,1,0,1
1,0,31,0,0,1,0,0,0,0,0,0,1,0,15.1,0,0,1
1,0,22,0,0,1,0,0,0,0,0,1,0,0,7.0406,0,0,1
0,1,63,0,1,0,0,0,0,0,0,0,1,0,9.1309,0,0,0
0,1,22,0,0,1,0,0,0,0,0,0,0,1,7.1711,0,0,0
1,0,15,0,0,1,0,0,0,0,0,1,0,0,7.0406,0,0,1
0,1,17,0,0,1,0,0,0,0,0,1,0,0,7.0407,0,0,0
1,0,1,0,0,1,0,0,0,0,0,1,0,0,15.141,0,2,1
0,1,21,0,0,1,0,0,0,0,0,1,0,0,15.141,1,1,1
1,0,19,0,0,1,0,0,0,0,0,1,0,0,15.141,1,1,1
0,1,36,0,0,1,0,0,0,0,0,0,0,1,8.01,0,0,0
1,0,14,0,1,0,0,0,0,0,0,1,0,0,30.0105,1,0,1
1,0,21,0,0,1,0,0,0,0,0,0,1,0,7.15,0,0,0
0,1,2,0,1,0,0,0,0,0,0,0,0,1,26,1,1,1
0,1,3,0,1,0,0,0,0,0,0,0,0,1,26,1,1,1
1,0,31,1,0,0,0,0,0,0,0,1,0,0,113.0506,1,0,1
1,0,23,1,0,0,0,0,0,0,0,1,0,0,113.0506,1,0,1
0,1,58,1,0,0,0,0,0,0,0,1,0,0,113.0506,0,2,0
1,0,19,1,0,0,0,0,0,0,0,0,0,1,26.0508,0,2,1
0,1,19,0,1,0,0,0,0,0,0,0,0,1,36.15,1,1,0
0,1,28,0,0,1,0,0,0,0,0,0,0,1,8.01,0,0,0
1,0,18,0,0,1,0,0,0,0,0,0,0,1,7.1506,0,0,1
1,0,26,0,0,1,0,0,0,0,0,0,0,1,7.1701,0,0,1
0,1,21,0,0,1,0,0,0,0,0,0,0,1,7.1701,0,0,0
0,1,11,0,0,1,0,0,0,0,0,1,0,0,11.041,1,0,1
1,0,14,0,0,1,0,0,0,0,0,1,0,0,11.041,1,0,1
0,1,41,0,0,1,0,0,0,0,0,0,0,1,7.0206,0,0,0
0,1,39,0,0,1,0,0,0,0,0,0,0,1,7.1806,0,0,1
0,1,20,0,0,1,0,0,0,0,0,1,0,0,7.0407,0,0,0
0,1,27,0,1,0,0,0,0,0,0,0,0,1,13.1,0,0,0
0,1,21,0,0,1,0,0,0,0,0,0,0,1,7.16,0,0,0
0,1,20,1,0,0,0,0,0,0,0,1,0,0,13.1703,0,0,1
1,0,22,0,0,1,0,0,0,0,0,0,0,1,7.15,0,0,1
0,1,21,0,0,1,0,0,0,0,0,0,1,0,7.1607,0,0,0
1,0,26,0,0,1,0,0,0,0,0,0,1,0,15.1,1,0,1
0,1,18,0,0,1,0,0,0,0,0,0,1,0,7.1408,0,0,0
0,1,17,0,0,1,0,0,0,0,0,0,1,0,7.15,0,0,0
0,1,23,0,0,1,0,0,0,0,0,0,1,0,7.15,0,0,0
0,1,23,0,0,1,0,0,0,0,0,0,0,1,9.0406,0,0,0
1,0,24,0,0,1,0,0,0,0,0,0,1,0,7.1707,0,0,1
1,0,22,0,0,1,0,0,0,0,0,0,0,1,7.1506,0,0,1
0,1,21,0,0,1,0,0,0,0,0,0,1,0,7.15,0,0,1
1,0,16,0,0,1,0,0,0,0,0,0,1,0,7.1607,0,0,1
1,0,39,1,0,0,0,0,0,0,0,1,0,0,108.18,0,0,1
0,1,9,0,0,1,0,0,0,0,0,0,0,1,3.0305,0,1,1
0,1,27,0,0,1,0,0,0,0,0,0,0,1,7.0603,0,0,0
1,0,31,0,0,1,0,0,0,0,0,0,0,1,7.1701,0,0,0
0,1,28,0,0,1,0,0,0,0,0,0,0,1,7.1701,0,0,0
0,1,32,0,0,1,0,0,0,0,0,0,0,1,7.1506,0,0,1
0,1,20,0,0,1,0,0,0,0,0,0,0,1,9.0406,0,0,0
0,1,29,1,0,0,0,0,0,0,0,1,0,0,25.141,0,0,1
1,0,23,0,0,1,0,0,0,0,0,0,0,1,8.1303,0,0,0
1,0,20,0,0,1,0,0,0,0,0,0,0,1,8.1303,0,0,0
0,1,20,0,0,1,0,0,0,0,0,0,0,1,8.1303,0,0,0
0,1,16,0,0,1,0,0,0,0,0,0,0,1,9.0404,0,0,0
1,0,22,1,0,0,0,0,0,0,0,0,0,1,61.1907,0,1,1
0,1,64,1,0,0,0,0,0,0,0,0,0,1,61.1907,0,1,0
1,0,21,0,0,1,0,0,0,0,0,0,1,0,7.1207,0,0,0
0,1,38,0,1,0,0,0,0,0,0,0,0,1,13,0,0,0
0,1,36,1,0,0,0,0,0,0,0,1,0,0,27.1405,0,0,0
0,1,22,0,1,0,0,0,0,0,0,0,0,1,10.1,0,0,1
0,1,27,0,1,0,0,0,0,0,0,1,0,0,13.1703,0,0,1
0,1,23,0,1,0,0,0,0,0,0,0,0,1,10.1,0,0,0
0,1,29,0,1,0,0,0,0,0,0,1,0,0,13.1702,0,0,1
0,1,2,0,0,1,0,0,0,0,0,0,0,1,21.0106,3,1,0
0,1,6,0,0,1,0,0,0,0,0,0,0,1,21.0106,3,1,0
1,0,8,0,0,1,0,0,0,0,0,0,0,1,21.0106,3,1,0
1,0,29,0,0,1,0,0,0,0,0,0,0,1,21.0106,0,4,0
0,1,1,0,0,1,0,0,0,0,0,0,0,1,39.1309,4,1,0
0,1,15,0,0,1,0,0,0,0,0,0,0,1,39.1309,4,1,0
0,1,7,0,0,1,0,0,0,0,0,0,0,1,39.1309,4,1,0
0,1,2,0,0,1,0,0,0,0,0,0,0,1,39.1309,4,1,0
1,0,41,0,0,1,0,0,0,0,0,0,0,1,39.1309,0,5,0
0,1,17,0,1,0,0,0,0,0,0,0,0,1,10.1,0,0,0
0,1,21,0,0,1,0,0,0,0,0,0,0,1,8.1303,0,0,0
0,1,32,0,0,1,0,0,0,0,0,0,0,1,7.1711,0,0,0
0,1,0.583333333,0,0,1,0,0,0,0,0,0,0,1,13.1506,1,1,0
1,0,4,0,0,1,0,0,0,0,0,0,0,1,13.1506,1,1,0
1,0,26,0,0,1,0,0,0,0,0,0,0,1,13.1506,0,2,0
0,1,32,0,0,1,0,0,0,0,0,0,0,1,7,0,0,0
1,0,22,1,0,0,0,0,0,0,0,0,0,1,66.12,1,0,1
0,1,28,0,0,1,0,0,0,0,0,0,0,1,7.1506,0,0,0
0,1,24,0,0,1,0,0,0,0,0,0,0,1,8.01,0,0,0
0,1,21,0,0,1,0,0,0,0,0,0,0,1,7.1806,0,0,0
0,1,25,0,0,1,0,0,0,0,0,0,0,1,7.1806,0,0,0
1,0,22,1,0,0,0,0,0,0,0,1,0,0,108.18,1,0,1
0,1,24,1,0,0,0,0,0,0,0,1,0,0,108.18,1,0,0
0,1,19,0,1,0,0,0,0,0,0,0,0,1,10.1,0,0,0
0,1,24,0,0,1,0,0,0,0,0,0,0,1,7.05,0,0,0
0,1,25,0,0,1,0,0,0,0,0,0,0,1,7.1506,1,0,1
0,1,41,0,1,0,0,0,0,0,0,0,0,1,13,0,0,0
0,1,4,0,0,1,0,0,0,0,0,1,0,0,22.0702,1,1,1
1,0,2,0,0,1,0,0,0,0,0,1,0,0,22.0702,1,1,1
1,0,28,0,0,1,0,0,0,0,0,0,1,0,8.0209,0,0,0
0,1,19,0,0,1,0,0,0,0,0,0,0,1,7.1711,0,0,0
0,1,29,0,0,1,0,0,0,0,0,0,0,1,7.1711,0,0,0
0,1,25,0,0,1,0,0,0,0,0,0,0,1,7.1506,1,0,0
0,1,52,1,0,0,0,0,0,0,0,0,0,1,30.1,0,0,1
1,0,21,0,1,0,0,0,0,0,0,0,0,1,21,0,1,1
0,1,43,0,1,0,0,0,0,0,0,0,0,1,21,0,1,0
0,1,33,0,0,1,0,0,0,0,0,0,0,1,8.01,0,0,1
1,0,32,0,1,0,0,0,0,0,0,0,0,1,13,0,0,1
0,1,17,0,0,1,0,0,0,0,0,0,0,1,8.1303,0,0,0
0,1,24,0,0,1,0,0,0,0,0,0,0,1,8.1303,0,0,0
0,1,46,1,0,0,0,0,0,0,0,0,0,1,52,0,0,0
1,0,56,1,0,0,0,0,0,0,0,1,0,0,83.0302,0,1,1
0,1,27,0,1,0,0,0,0,0,0,1,0,0,15,0,0,0
0,1,21,0,0,1,0,0,0,0,0,1,0,0,7.0406,0,0,0
1,0,63,0,0,1,0,0,0,0,0,0,0,1,8.0203,0,0,0
0,1,30,0,0,1,0,0,0,0,0,1,0,0,7.0407,0,0,0
0,1,36,0,1,0,0,0,0,0,0,0,0,1,10.1,0,0,0
0,1,38,0,0,1,0,0,0,0,0,0,0,1,7.1711,0,0,0
1,0,30,0,1,0,0,0,0,0,0,0,0,1,21,3,0,1
1,0,29,0,1,0,0,0,0,0,0,0,0,1,13,0,0,1
0,1,10,0,0,1,0,0,0,0,0,0,1,0,29.0206,4,1,0
0,1,7,0,0,1,0,0,0,0,0,0,1,0,29.0206,4,1,0
0,1,2,0,0,1,0,0,0,0,0,0,1,0,29.0206,4,1,0
0,1,8,0,0,1,0,0,0,0,0,0,1,0,29.0206,4,1,0
1,0,39,0,0,1,0,0,0,0,0,0,1,0,29.0206,0,5,0
0,1,0.75,0,1,0,0,0,0,0,0,0,0,1,18.15,1,1,1
0,1,3,0,1,0,0,0,0,0,0,0,0,1,18.15,1,1,1
1,0,24,0,1,0,0,0,0,0,0,0,0,1,18.15,2,3,1
1,0,58,0,1,0,0,0,0,0,0,0,0,1,10.1,0,0,1
1,0,22,0,0,1,0,0,0,0,0,0,0,1,39.1309,0,0,0
0,1,35,0,0,1,0,0,0,0,0,0,0,1,7.0206,0,0,0
1,0,22,0,0,1,0,0,0,0,0,0,1,0,7.1405,0,0,1
0,1,69,0,0,1,0,0,0,0,0,0,0,1,14.1,0,0,0
1,0,64,0,0,1,0,0,0,0,0,0,0,1,14.1,0,0,0
1,0,43,1,0,0,0,0,0,0,0,0,0,1,211.0609,0,1,1
0,1,50,0,0,1,0,0,0,0,0,0,0,1,14.1,1,0,0
